index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,verbal_id,semantic_distance,verbal_acc_corrected
166,,,,,,html-keyboard-response,166,568592,0.0-11.0-5.32-1.32,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1423.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,33,1,dot,steak,steak_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
170,,,,,,html-keyboard-response,170,571771,0.0-11.0-5.33-1.33,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2162.899999976158,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,34,1,dot,gutter,gutter_mooney_dot_on5,catch,regular,post,on,Exp,dot_recog,i,1,1,,,
174,,,,,,html-keyboard-response,174,575660,0.0-11.0-5.34-1.34,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2858.6999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,35,1,dot,buoy,buoy_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,
178,,,,,,html-keyboard-response,178,580193,0.0-11.0-5.35-1.35,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,3510.7000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,36,1,dot,sandal,sandal_mooney_dot_off4,catch,upside_down,pre,off,Exp,dot_recog,e,0,1,,,
182,,,,,,html-keyboard-response,182,583068,0.0-11.0-5.36-1.36,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1845.0999999046326,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,37,1,dot,aloe,aloe_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,0,1,,,
186,,,,,,html-keyboard-response,186,585236,0.0-11.0-5.37-1.37,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1147.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,38,1,dot,backpack,backpack_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,i,1,0,,,
190,,,,,,html-keyboard-response,190,588752,0.0-11.0-5.38-1.38,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2493.7999999523163,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,39,1,dot,steak,steak_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
194,,,,,,html-keyboard-response,194,591295,0.0-11.0-5.39-1.39,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1516.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,40,1,dot,puffin,puffin_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,
198,,,,,,html-keyboard-response,198,593232,0.0-11.0-5.40-1.40,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,913.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,41,1,dot,aloe,aloe_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,i,1,1,,,
202,,,,,,html-keyboard-response,202,595867,0.0-11.0-5.41-1.41,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1613.3999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,42,1,dot,magnifier,magnifier_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,
206,,,,,,html-keyboard-response,206,598137,0.0-11.0-5.42-1.42,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1238.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,43,1,dot,buoy,buoy_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,
210,,,,,,html-keyboard-response,210,601320,0.0-11.0-5.43-1.43,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2160.600000023842,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/aloe_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,44,1,dot,aloe,aloe_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,0,1,,,
214,,,,,,html-keyboard-response,214,603875,0.0-11.0-5.44-1.44,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1525.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,45,1,dot,puffin,puffin_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,
218,,,,,,html-keyboard-response,218,606529,0.0-11.0-5.45-1.45,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1621.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,46,1,dot,backpack,backpack_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,e,0,0,,,
222,,,,,,html-keyboard-response,222,612563,0.0-11.0-5.46-1.46,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",null,47,1,dot,gutter,gutter_mooney_dot_off6,catch,regular,post,off,Exp,dot_recog,,0,1,,,
226,,,,,,html-keyboard-response,226,614703,0.0-11.0-5.47-1.47,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1118.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,48,1,dot,buoy,buoy_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,i,1,0,,,
230,,,,,,html-keyboard-response,230,616902,0.0-11.0-5.48-1.48,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1174.2999999523163,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,49,1,dot,puffin,puffin_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,
234,,,,,,html-keyboard-response,234,620364,0.0-11.0-5.49-1.49,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2441.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,50,1,dot,sandal,sandal_mooney_dot_on3,catch,upside_down,pre,on,Exp,dot_recog,e,0,0,,,
238,,,,,,html-keyboard-response,238,622877,0.0-11.0-5.50-1.50,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1479.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,51,1,dot,puffin,puffin_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,
242,,,,,,html-keyboard-response,242,625543,0.0-11.0-5.51-1.51,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1637.7999999523163,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,52,1,dot,sandal,sandal_mooney_dot_on1,catch,upside_down,pre,on,Exp,dot_recog,e,0,0,,,
246,,,,,,html-keyboard-response,246,627500,0.0-11.0-5.52-1.52,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,922.9000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,53,1,dot,backpack,backpack_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,i,1,1,,,
250,,,,,,html-keyboard-response,250,630065,0.0-11.0-5.53-1.53,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1532.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,54,1,dot,steak,steak_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
254,,,,,,html-keyboard-response,254,632174,0.0-11.0-5.54-1.54,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1078.7000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,55,1,dot,magnifier,magnifier_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,
262,,,,,,survey-text-autocomplete,262,647402,0.0-11.0-6.55-4.55,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""boat""}",,,,,56,1,recognition,steak,steak_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,boat,0.7995433536042227,0.0
269,,,,,,survey-text-autocomplete,269,654262,0.0-11.0-6.56-4.56,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""wolf""}",,,,,57,1,recognition,puffin,puffin_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,wolf,0.5176319771942737,0.0
276,,,,,,survey-text-autocomplete,276,659851,0.0-11.0-6.57-4.57,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""dog""}",,,,,58,1,recognition,buoy,buoy_mooney,target,upside_down,post,null,Exp,Recognition,,,,dog,0.7265951855327941,0.0
283,,,,,,survey-text-autocomplete,283,670743,0.0-11.0-6.58-4.58,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""cup""}",,,,,59,1,recognition,gutter,gutter_mooney,catch,regular,post,null,Exp,Recognition,,,,cup,0.7334853016865543,0.0
290,,,,,,survey-text-autocomplete,290,676859,0.0-11.0-6.59-4.59,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""wheel""}",,,,,60,1,recognition,aloe,aloe_mooney,target,regular,post,null,Exp,Recognition,,,,wheel,0.8953887640166388,0.0
297,,,,,,survey-text-autocomplete,297,682556,0.0-11.0-6.60-4.60,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""plane""}",,,,,61,1,recognition,sandal,sandal_mooney,catch,upside_down,pre,null,Exp,Recognition,,,,plane,0.8399089765443045,0.0
304,,,,,,survey-text-autocomplete,304,692542,0.0-11.0-6.61-4.61,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""shark""}",,,,,62,1,recognition,backpack,backpack_mooney,target,regular,pre,null,Exp,Recognition,,,,shark,0.7764398031385698,0.0
311,,,,,,survey-text-autocomplete,311,702451,0.0-11.0-6.62-4.62,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""diamond""}",,,,,63,1,recognition,magnifier,magnifier_mooney,target,upside_down,pre,null,Exp,Recognition,,,,diamond,0.7630356855086957,0.0
318,,,,,,survey-text-autocomplete,318,713391,0.0-11.0-6.63-4.63,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""bird""}",,,,,64,1,recognition,puffin,puffin,target,horizontal_flip,color,null,Exp,Recognition,,,,bird,0.36331242306684763,0.0
325,,,,,,survey-text-autocomplete,325,719346,0.0-11.0-6.64-4.64,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""bag""}",,,,,65,1,recognition,backpack,backpack,target,regular,color,null,Exp,Recognition,,,,bag,0.29563851593176427,0.0
332,,,,,,survey-text-autocomplete,332,726201,0.0-11.0-6.65-4.65,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""lens""}",,,,,66,1,recognition,magnifier,magnifier,target,upside_down,color,null,Exp,Recognition,,,,lens,0.3137053801854953,0.0
338,,,,,,html-keyboard-response,338,738957,0.0-11.0-5.66-1.66,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",null,67,2,dot,puffin,puffin_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,,0,0,,,
342,,,,,,html-keyboard-response,342,743643,0.0-11.0-5.67-1.67,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,3649.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,68,2,dot,magnifier,magnifier_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,
346,,,,,,html-keyboard-response,346,746175,0.0-11.0-5.68-1.68,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1495.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,69,2,dot,backpack,backpack_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,0,1,,,
350,,,,,,html-keyboard-response,350,748568,0.0-11.0-5.69-1.69,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1366.8999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,70,2,dot,missile,missile_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,
354,,,,,,html-keyboard-response,354,750899,0.0-11.0-5.70-1.70,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1285.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,71,2,dot,bat2,bat2_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,e,0,0,,,
358,,,,,,html-keyboard-response,358,753413,0.0-11.0-5.71-1.71,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1482.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,72,2,dot,puffin,puffin_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
362,,,,,,html-keyboard-response,362,756097,0.0-11.0-5.72-1.72,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1648.8999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,73,2,dot,missile,missile_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,
366,,,,,,html-keyboard-response,366,758850,0.0-11.0-5.73-1.73,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1713.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,74,2,dot,sandal,sandal_mooney_dot_on5,catch,upside_down,post,on,Exp,dot_recog,i,1,1,,,
370,,,,,,html-keyboard-response,370,761636,0.0-11.0-5.74-1.74,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1743.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,75,2,dot,bat2,bat2_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,e,0,1,,,
374,,,,,,html-keyboard-response,374,763978,0.0-11.0-5.75-1.75,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1301.6999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,76,2,dot,backpack,backpack_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,e,0,0,,,
378,,,,,,html-keyboard-response,378,766531,0.0-11.0-5.76-1.76,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1517.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,77,2,dot,magnifier,magnifier_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,
382,,,,,,html-keyboard-response,382,768821,0.0-11.0-5.77-1.77,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1256.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,78,2,dot,candelabra,candelabra_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,
386,,,,,,html-keyboard-response,386,770669,0.0-11.0-5.78-1.78,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,805.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,79,2,dot,missile,missile_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,i,1,0,,,
390,,,,,,html-keyboard-response,390,772587,0.0-11.0-5.79-1.79,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,884,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,80,2,dot,backpack,backpack_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,i,1,1,,,
