index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,verbal_id,semantic_distance,verbal_acc_corrected
546,,,,,,html-keyboard-response,546,946768,0.0-11.0-5.109-1.109,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1630.1999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,110,3,dot,eclair,eclair_mooney_dot_on7,catch,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
550,,,,,,html-keyboard-response,550,948879,0.0-11.0-5.110-1.110,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1056.6999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,111,3,dot,mannequin,mannequin_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,e,0,0,,,
554,,,,,,html-keyboard-response,554,950867,0.0-11.0-5.111-1.111,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,930.8999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/grasshopper_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,112,3,dot,grasshopper,grasshopper_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,
558,,,,,,html-keyboard-response,558,953713,0.0-11.0-5.112-1.112,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1798.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,113,3,dot,candelabra,candelabra_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,
562,,,,,,html-keyboard-response,562,959772,0.0-11.0-5.113-1.113,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",null,114,3,dot,missile,missile_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,,0,0,,,
566,,,,,,html-keyboard-response,566,962353,0.0-11.0-5.114-1.114,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1545.7999999523163,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,115,3,dot,eclair,eclair_mooney_dot_on5,catch,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
570,,,,,,html-keyboard-response,570,964726,0.0-11.0-5.115-1.115,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1324.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,116,3,dot,missile,missile_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,i,1,0,,,
574,,,,,,html-keyboard-response,574,970779,0.0-11.0-5.116-1.116,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",null,117,3,dot,bat2,bat2_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,,0,1,,,
578,,,,,,html-keyboard-response,578,974589,0.0-11.0-5.117-1.117,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2758,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,118,3,dot,mannequin,mannequin_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,e,0,1,,,
582,,,,,,html-keyboard-response,582,977034,0.0-11.0-5.118-1.118,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1391.1000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/grasshopper_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,119,3,dot,grasshopper,grasshopper_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,e,0,0,,,
586,,,,,,html-keyboard-response,586,979304,0.0-11.0-5.119-1.119,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1219.4000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,120,3,dot,parking_meter,parking_meter_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,i,1,1,,,
590,,,,,,html-keyboard-response,590,981949,0.0-11.0-5.120-1.120,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1586.1999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,121,3,dot,eclair,eclair_mooney_dot_off8,catch,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
594,,,,,,html-keyboard-response,594,984260,0.0-11.0-5.121-1.121,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1259.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,122,3,dot,bat2,bat2_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,i,1,1,,,
598,,,,,,html-keyboard-response,598,986924,0.0-11.0-5.122-1.122,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1605.7999999523163,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,123,3,dot,candelabra,candelabra_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
602,,,,,,html-keyboard-response,602,989438,0.0-11.0-5.123-1.123,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1466,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,124,3,dot,parking_meter,parking_meter_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,i,1,0,,,
606,,,,,,html-keyboard-response,606,991649,0.0-11.0-5.124-1.124,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1167.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,125,3,dot,bat2,bat2_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,i,1,1,,,
610,,,,,,html-keyboard-response,610,994738,0.0-11.0-5.125-1.125,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2039.4000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/grasshopper_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,126,3,dot,grasshopper,grasshopper_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,
614,,,,,,html-keyboard-response,614,998078,0.0-11.0-5.126-1.126,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2289.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,127,3,dot,mannequin,mannequin_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,e,0,1,,,
618,,,,,,html-keyboard-response,618,1000007,0.0-11.0-5.127-1.127,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,864.0999999046326,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,128,3,dot,parking_meter,parking_meter_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,e,0,1,,,
622,,,,,,html-keyboard-response,622,1002299,0.0-11.0-5.128-1.128,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1250.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,129,3,dot,candelabra,candelabra_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
626,,,,,,html-keyboard-response,626,1008358,0.0-11.0-5.129-1.129,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/grasshopper_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",null,130,3,dot,grasshopper,grasshopper_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,,0,0,,,
630,,,,,,html-keyboard-response,630,1010495,0.0-11.0-5.130-1.130,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1089.3999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,131,3,dot,missile,missile_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,
634,,,,,,html-keyboard-response,634,1013018,0.0-11.0-5.131-1.131,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1467.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,132,3,dot,bat2,bat2_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,0,1,,,
638,,,,,,html-keyboard-response,638,1015422,0.0-11.0-5.132-1.132,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1355.8000000715256,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,133,3,dot,candelabra,candelabra_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
642,,,,,,html-keyboard-response,642,1017239,0.0-11.0-5.133-1.133,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,752,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,134,3,dot,eclair,eclair_mooney_dot_off6,catch,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
646,,,,,,html-keyboard-response,646,1020499,0.0-11.0-5.134-1.134,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2215.600000023842,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/mannequin_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,135,3,dot,mannequin,mannequin_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,
650,,,,,,html-keyboard-response,650,1023780,0.0-11.0-5.135-1.135,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,2233.399999976158,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,136,3,dot,parking_meter,parking_meter_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,e,0,0,,,
654,,,,,,html-keyboard-response,654,1026353,0.0-11.0-5.136-1.136,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1516.4000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/missile_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,137,3,dot,missile,missile_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,
662,,,,,,survey-text-autocomplete,662,1038268,0.0-11.0-6.137-4.137,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""plane""}",,,,,138,3,recognition,grasshopper,grasshopper_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,plane,0.7174472794589994,0.0
669,,,,,,survey-text-autocomplete,669,1046930,0.0-11.0-6.138-4.138,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""candle holder""}",,,,,139,3,recognition,candelabra,candelabra_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,candle_holder,0.30387302268329675,0.0
676,,,,,,survey-text-autocomplete,676,1056280,0.0-11.0-6.139-4.139,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""blanket""}",,,,,140,3,recognition,mannequin,mannequin_mooney,target,upside_down,pre,null,Exp,Recognition,,,,blanket,0.61121806259572,0.0
683,,,,,,survey-text-autocomplete,683,1063185,0.0-11.0-6.140-4.140,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""hand""}",,,,,141,3,recognition,bat2,bat2_mooney,target,regular,post,null,Exp,Recognition,,,,hand,0.6158478058734933,0.0
690,,,,,,survey-text-autocomplete,690,1070908,0.0-11.0-6.141-4.141,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""bin""}",,,,,142,3,recognition,eclair,eclair_mooney,catch,horizontal_flip,post,null,Exp,Recognition,,,,bin,0.7354665268839431,0.0
697,,,,,,survey-text-autocomplete,697,1077317,0.0-11.0-6.142-4.142,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""plane""}",,,,,143,3,recognition,missile,missile_mooney,target,upside_down,post,null,Exp,Recognition,,,,plane,0.5759325222427851,0.0
704,,,,,,survey-text-autocomplete,704,1085526,0.0-11.0-6.143-4.143,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""gun""}",,,,,144,3,recognition,parking_meter,parking_meter_mooney,target,regular,pre,null,Exp,Recognition,,,,gun,0.5864111896502884,0.0
711,,,,,,survey-text-autocomplete,711,1100865,0.0-11.0-6.144-4.144,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""statue""}",,,,,145,3,recognition,mannequin,mannequin,target,upside_down,color,null,Exp,Recognition,,,,statue,0.509471610808715,0.0
718,,,,,,survey-text-autocomplete,718,1114321,0.0-11.0-6.145-4.145,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""grasshopper""}",,,,,146,3,recognition,grasshopper,grasshopper,target,horizontal_flip,color,null,Exp,Recognition,,,,grasshopper,0.0,1.0
725,,,,,,survey-text-autocomplete,725,1124336,0.0-11.0-6.146-4.146,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,,"{""recognition"":""machine""}",,,,,147,3,recognition,parking_meter,parking_meter,target,regular,color,null,Exp,Recognition,,,,machine,0.08396007805989347,0.0
731,,,,,,html-keyboard-response,731,1135564,0.0-11.0-5.147-1.147,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sidecar_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",null,148,4,dot,sidecar,sidecar_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,,0,1,,,
